question,0,1,2,3,gpt,gpt-raw
"Each night in her bedroom, Jessica always reads in complete darkness. Her parents, however, never stop her and often send cake to reward her hard work. Why?",Because it was daytime.,Jessica is smart that she pretended to reading the book.,Jessica is blind and she can braille.,None of above.,2,"Option 3: ""Jessica is blind and she can braille."""
A man rode out of town on Sunday. He stayed a whole night at a hotel and rode back to town the next day on Sunday. How is this possible?,Next week is a national holiday.,The hotel room was so expensive that the man came back directly.,His horse was called Sunday.,None of above.,2,"Option 3: ""His horse was called Sunday"""
"Amy was shocked to see his adorable pet dog perched on the edge of the balcony. She shouted at her pet to come back. This sudden fright made the pet immobile, and fell over the edge. Although Amy's apartment is on the 17th floor, the family dog was unharmed. How is that even doable?",Amy is so well exercised that she can reach to the base in a second to catch the pet.,The pet is strong enough to not get hurt from falling.,"The pet dog fell back into her apartment, jumping from the balcony into the inside. ",None of above.,2,"Option 3: ""The pet dog fell back into her apartment, jumping from the balcony into the inside."""
Ten birds are perched atop a fence. You fire one. How many are there left?,Nine.,Ten.,One.,None of above.,3,"Option 4: ""None of the above options are correct"""
"He has married many women, but has never been married. Who is he?",A laywer.,A preacher.,A teacher.,None of above.,1,"Option 2: ""A preacher."""
"Mary's father is the father of five children. Nana, None, Nine, and Non are their names.
What is the name of the fifth child?",Nelson.,Nick.,Mary.,None of above.,2,"Option 3: ""Mary"""
"Ana's school has 4 students in Alaska: Maria, James, Jonghyun. What is the name of other student?",Mark.,Ana,Michael.,None of above.,1,"Option 2: ""Ana"""
A fireman is running to get a net under a lady who looks like she might jump off the balcony of her 20-story apartment building. There is nothing below her except a 20-story fall. The fireman is still 100 yards away when she falls and can't nearly get there in time. The woman is not hurt more than a cruise. How is that possible?,The woman is strong enough to not get hurt from falling.,"She fell back into her apartment, jumping from the balcony into the inside.",The fireman is so well exercised that he reaches the woman 100 yards away in a second.,None of above.,1,"Option 2: ""She fell back into her apartment, jumping from the balcony into the inside."""
Who can shave three times a day and still grow a beard?,A woman.,A barber.,A superstar.,None of above.,1,"Option 2: ""A barber."""
"Tom teaches in a Chinese school. One day, he handed homework to the children after printing it accidentally in English. Despite not having learned English yet, every student completed their assignments flawlessly the following day. Why?",They used translation tools or sought assistance from external sources.,"Tom is a math teacher, numbers are the same in French as they are in English.",The student are smart enough to rely on their prior konwledge to guess the homework answers.,None of above.,1,"Option 2: ""Tom is a math teacher, numbers are the same in French as they are in English."""
"If you paint a brown house white it will become a white house. If the spotlight changes from red to green, then the light is green. So, if you throw a white shirt into the Red Sea, what will it become?",Green.,Red.,White.,None of above.,2,"Option 3: ""White"""
"You're out on the sea and notice a boat full of people. You take a quick glance away and then back, but there is not a single person on the boat. Why? ",All the people on the boat jump into the sea in a moment.,The boat is soo big that all the people can hide themselves in a moment.,"All the people on the boat are in relationships.
",None of above.,2,"Option 3: ""All the people on the boat are in relationships."""
"A professional fisherman caught 30 fish during a 5-day tournament. Each day, he caught three more fish than the day before. How many fish did the fisherman catch on the first day?",Two.,One.,Three.,None of above.,2,"Option 3: ""Three."""
Bob was working on a project when suddenly internet got disconnected. He then searched google but didn't find anything. Why?,He needed a membership to search in google.,He searched the google in a wrong way.,The internet was disconnected so he couldn't search on google,None of above.,2,"Option 3: ""The internet was disconnected so he couldn't search on google"""
"He has wed numerous women, but never himself. He is who?",A teacher.,A preacher.,A laywer.,None of above.,1,"Option 2: ""A preacher."""
"You walk into a room and see a bed and lie on it. On the bed, there are two dogs, five cats, a giraffe, six cows, and a goose. There are also three doves flying above the bed. How many legs are on the floor?","Thirty-six, as there are eighteen animals.","Six. The bed's four legs, plus your two legs.","Seventy-two, as there are eighteen animals.",None of above.,1,"Option 2: ""Six. The bed's four legs, plus your two legs."""
"Four of Mrs. Jones' daughters exist. She has one brother for each of her daughters. Mrs. Jones, however, only has five kids. How is it even doable?",Some brothers were not loved by family and moved away.,Some daughters get married and have their own family.,Each daughter shares the same brother.,None of above.,2,"Option 3: ""Each daughter shares the same brother."""
